(Parent) ASIN,(Child) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B0HG24YSXQ,B083T4Z2WQ,Wax Lyrical Reed Diffuser 40ml Mediterranean Orange,21,0,7,0,28,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27,0,10,0,37,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,3.57%,0.00%,£9.98,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B08445J39L,B0843B47G3,"Wax Lyrical Small Jar Candle - Vanilla Flower, Up to 35 Hour Burn Time",240,0,139,6,379,6,0.02%,0.00%,0.02%,0.08%,0.02%,0.04%,264,0,173,11,437,11,0.01%,0.00%,0.02%,0.11%,0.01%,0.05%,15.37%,10.00%,1,0,0.26%,0.00%,£8.49,£0.00,1,0,0,0,0.00%,0.00%,£7.07,£0.00,1,0,1,0
B08445GKQZ,B0843B5FGX,"Wax Lyrical Small Jar Candle - Mediterranean Orange, 35 Hour Burn Time",87,1,59,3,146,4,0.01%,0.01%,0.01%,0.04%,0.01%,0.03%,110,1,65,4,175,5,0.01%,0.01%,0.01%,0.04%,0.01%,0.02%,1.81%,60.00%,1,0,0.68%,0.00%,£8.49,£0.00,1,0,0,0,0.00%,0.00%,£7.07,£0.00,1,0,1,0
B084453PQ3,B0843BYP2Z,"Wax Lyrical Reed Diffuser Home Fragrance Refill - Lemon Verbena, 200ml",877,4,403,14,"1,280",18,0.06%,0.05%,0.06%,0.19%,0.06%,0.11%,"1,102",6,521,21,"1,623",27,0.05%,0.05%,0.05%,0.21%,0.05%,0.13%,0.07%,0.00%,1,0,0.08%,0.00%,£11.05,£0.00,1,0,0,0,0.00%,0.00%,£9.21,£0.00,1,0,1,0
B0GSN67YZY,B0843C86XJ,"Wax Lyrical Reed Diffuser Refill - Mediterranean Orange, 200ml",719,3,304,9,"1,023",12,0.05%,0.04%,0.04%,0.12%,0.04%,0.08%,985,5,395,13,"1,380",18,0.05%,0.04%,0.04%,0.13%,0.05%,0.08%,0.00%,0.00%,2,0,0.20%,0.00%,£22.10,£0.00,1,0,0,0,0.00%,0.00%,£27.63,£0.00,3,0,2,0
B084GW1CH1,B084GW1CH1,"7th Heaven Silver Easy Peel Off Face Mask with Powered Smithsonite, Pressed Orchid and Crushed Violet for a Deep Micro Cleanse, Ideal for Normal, Combo and Oily Skin",7,0,3,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,3,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,63.64%,0.00%,1,0,10.00%,0.00%,£2.99,£0.00,1,0,0,0,0.00%,0.00%,£2.49,£0.00,1,0,1,0
B0863XNLBW,B0863XNLBW,Technic Vitamin C Brightening Makeup Face Primer Moisturiser & Natural Glow Base,17,1,13,1,30,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,20,1,15,1,35,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,12.12%,0.00%,1,0,3.33%,0.00%,£4.45,£0.00,1,0,0,0,0.00%,0.00%,£3.71,£0.00,1,0,1,0
B087FQV4XR,B087FQV4XR,Technic - Magic Mist Spray Illuminator Gold,24,1,16,1,40,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,38,1,20,1,58,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,46.94%,100.00%,2,0,5.00%,0.00%,£13.98,£0.00,1,0,0,0,0.00%,0.00%,£11.64,£0.00,2,0,1,0
B087G2WLWY,B087G2WLWY,Technic Skinny Mascara (9ml),12,0,3,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16,0,5,0,21,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,6.67%,0.00%,£3.99,£0.00,1,0,0,0,0.00%,0.00%,£3.32,£0.00,1,0,1,0
B089RD3DF8,B089RD3DF8,Sally Hansen Miracle Gel Nail Polish No UV Lamp Professional Manicure Effect 252 Rose & Shine,6,0,9,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,16,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,88.89%,0.00%,1,0,6.67%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B0C4WGY7VD,B08C5P6VCN,VICTORIA VYNN GEL POLISH NO. 214 MERRY CHRISTMAS,60,0,18,0,78,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,81,0,25,0,106,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.84%,0.00%,1,0,1.28%,0.00%,£6.95,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0HBX24WS6,B08CBFC3XG,Yankee Candle Wax Melts | Red Raspberry | Up to 8 Hours of Fragrance | 1 Count,45,0,14,0,59,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,53,0,15,0,68,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,1,0,1.69%,0.00%,£5.15,£0.00,1,0,0,0,0.00%,0.00%,£4.29,£0.00,1,0,1,0
B0HBX24WS6,B08CBGGPT1,Yankee Candle Wax Melts | Black Cherry | Up to 8 Hours of Fragrance | 1 Count,147,0,62,2,209,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,173,0,82,2,255,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,1,0,0.48%,0.00%,£3.45,£0.00,1,0,0,0,0.00%,0.00%,£2.87,£0.00,1,0,1,0
B0HBX24WS6,B08CBGX2CT,Yankee Candle Wax Melts | Midnight Jasmine | Up to 8 Hours of Fragrance | 1 Count,13,0,4,1,17,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,13,0,5,1,18,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,47.06%,0.00%,2,0,11.76%,0.00%,£10.30,£0.00,1,0,0,0,0.00%,0.00%,£8.58,£0.00,2,0,1,0
B0H4YCPBRN,B08CFQX2KV,"Rimmel Lasting Finish 8HR Lip Liner, Peach Me, Highly Pigmented Formula, Long-Wearing Creamy Colour, Precise Application and Seamless Blend, For Big & Plump Lips, Vegan & Cruelty Free, 1.2g",604,4,313,6,917,10,0.04%,0.05%,0.04%,0.08%,0.04%,0.06%,702,4,369,6,"1,071",10,0.03%,0.04%,0.04%,0.06%,0.04%,0.05%,0.09%,0.00%,1,0,0.11%,0.00%,£3.95,£0.00,1,0,0,0,0.00%,0.00%,£3.29,£0.00,1,0,1,0
B08CHJQL9J,B08CHJQL9J,"RIMMEL London 99350057620 Rimmel Lasting Finish Lipliner 125 for Adults, Built for Everyday use",53,0,41,0,94,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,58,0,53,0,111,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,1.06%,0.00%,£3.98,£0.00,1,0,0,0,0.00%,0.00%,£3.32,£0.00,1,0,1,0
B01JOY2RGW,B08FNC77P1,"Rimmel London, Scandaleyes Reloaded Mascara, 12ml",191,0,99,2,290,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,233,0,129,2,362,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,1,0,0.34%,0.00%,£5.49,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08GH8B493,B08GH8B493,VICTORIA VYNN PURE CREAMY HYBRID NO. 179 SUCCESS,6,0,0,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,16.67%,0.00%,£7.19,£0.00,1,0,0,0,0.00%,0.00%,£5.99,£0.00,1,0,1,0
B0GW84YM4L,B08HZWHSCM,"Max Factor Lasting Performance Liquid Foundation, Golden Beige, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",456,4,319,2,775,6,0.03%,0.05%,0.04%,0.03%,0.03%,0.04%,584,5,414,2,998,7,0.03%,0.04%,0.04%,0.02%,0.03%,0.03%,1.21%,0.00%,6,0,0.77%,0.00%,£53.94,£0.00,1,0,0,0,0.00%,0.00%,£44.94,£0.00,6,0,1,0
B0BCHVCF22,B08HZYW1WR,"Max Factor Colour X-Pert Soft Touch Palette, 002 Crushed Bloom",736,6,399,5,"1,135",11,0.05%,0.07%,0.05%,0.07%,0.05%,0.07%,919,7,552,5,"1,471",12,0.05%,0.06%,0.06%,0.05%,0.05%,0.06%,0.00%,0.00%,1,0,0.09%,0.00%,£8.34,£0.00,1,0,0,0,0.00%,0.00%,£8.34,£0.00,1,0,1,0
B0CSFTBKMR,B08K41F5NG,"Max Factor, Masterpiece X Press Nail Polish 8 ml, She'S Reddy 310, 1 count","2,348",17,902,11,"3,250",28,0.15%,0.20%,0.12%,0.15%,0.14%,0.18%,"2,877",22,"1,150",12,"4,027",34,0.14%,0.20%,0.12%,0.12%,0.14%,0.16%,0.23%,0.00%,1,0,0.03%,0.00%,£3.99,£0.00,1,0,0,0,0.00%,0.00%,£3.32,£0.00,1,0,1,0
B0CSFTBKMR,B08K45TJYK,Max Factor Masterpiece Xpress shade No Dramas,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,£4.09,£0.00,1,0,0,0,0.00%,0.00%,£3.41,£0.00,1,0,1,0
B08K496799,B08K496799,Max Factor Masterpiece Xpress shade Made Me Blush,203,1,106,0,309,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,268,1,137,0,405,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.84%,0.00%,1,0,0.32%,0.00%,£5.30,£0.00,1,0,0,0,0.00%,0.00%,£4.42,£0.00,1,0,1,0
B0C5K7MPN4,B08K49D3MP,"Max Factor NailFinity Nail Polish - Red Carpet Ready 310, 12 ml",165,0,76,2,241,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,224,0,93,2,317,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,1.96%,0.00%,3,0,1.24%,0.00%,£11.61,£0.00,1,0,0,0,0.00%,0.00%,£11.61,£0.00,3,0,1,0
B08KJ8NMG3,B08KJ8NMG3,Technic Eye Canvas Eyeshadow Base (Light),30,0,8,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,11,0,56,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,43.48%,0.00%,1,0,2.63%,0.00%,£2.60,£0.00,1,0,0,0,0.00%,0.00%,£2.17,£0.00,1,0,1,0
B08Y1CH3Q1,B08L4GN61T,Stargazer Eye Shadow High Pigment Colour (3.5 g),8,0,6,2,14,2,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,13,0,7,2,20,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,100.00%,0.00%,1,0,7.14%,0.00%,£4.25,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B086BGM193,B08LDF6TXX,"Sally Hansen Miracle Gel, Peaches & Dream, Gel-Like Nail Polish, NO UV Light Required, Chip-Resistant, Long Lasting - Up to 8 days, Easy to Use, Salon Quality Results, Vegan Formula, 14.7ml",34,1,19,1,53,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,35,1,21,1,56,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,81.82%,0.00%,1,0,1.89%,0.00%,£9.99,£0.00,1,0,0,0,0.00%,0.00%,£8.32,£0.00,1,0,1,0
B0F1MMQVPB,B08LDG4KT2,"Sally Hansen Insta-Dri Nail Polish, Powerslide, 60 Seconds Quick Drying, Long Lasting, Streak Free, Shiny Finish, 3-in-1 Formula, Built in Base and Top Coat, 9.17ml",216,0,41,0,257,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,229,0,45,0,274,0,0.01%,0.00%,0.00%,0.00%,0.01%,0.00%,1.85%,0.00%,1,0,0.39%,0.00%,£7.56,£0.00,1,0,0,0,0.00%,0.00%,£6.30,£0.00,1,0,1,0
B0CFDQV21Z,B08MS7RT2V,"Revlon ColorStay Full Cover Longwear Matte Foundation, Heat & Sweat Resistant Lightweight Face Makeup, Buff (150), 30ml","1,268",7,507,8,"1,775",15,0.08%,0.08%,0.07%,0.11%,0.08%,0.09%,"1,751",9,707,11,"2,458",20,0.09%,0.08%,0.07%,0.11%,0.08%,0.09%,0.00%,0.00%,1,0,0.06%,0.00%,£8.72,£0.00,1,0,0,0,0.00%,0.00%,£8.72,£0.00,1,0,1,0
B08YYV5BWW,B08MTDGHXG,"Revlon ColorStay Brow Fiber Filler, Longwearing & Volumising Waterproof Eyebrow Gel, 303 Medium Brown",49,0,17,0,66,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59,0,18,0,77,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.70%,0.00%,1,0,1.52%,0.00%,£7.50,£0.00,1,0,0,0,0.00%,0.00%,£6.25,£0.00,1,0,1,0
B08NLFM8BH,B08NLFM8BH,"Rimmel London 60 Seconds Super Shine Nail Polish, Preppy in Pink, 8ml",157,1,90,1,247,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,220,1,115,1,335,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,1.01%,0.00%,2,0,0.81%,0.00%,£9.72,£0.00,1,0,0,0,0.00%,0.00%,£8.10,£0.00,2,0,1,0
B0CLGWXNPJ,B08PDQZFYF,"Rimmel Scandaleyes Exaggerate Eye Definer, 006 Taupe, 0.35g","2,720",22,"1,172",11,"3,892",33,0.17%,0.26%,0.16%,0.15%,0.17%,0.21%,"3,196",24,"1,485",17,"4,681",41,0.16%,0.21%,0.16%,0.17%,0.16%,0.19%,0.11%,0.00%,1,0,0.03%,0.00%,£4.86,£0.00,1,0,0,0,0.00%,0.00%,£4.05,£0.00,1,0,1,0
B08PL3FQPS,B08PL3FQPS,MARION _SET Professional Glossy Effect zabieg laminowania do w³osów pusz¹cych siê maska z p³ynn¹ kreatyn¹ 20 ml + Czepek utrzymujacy ciep³o,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£2.99,£0.00,1,0,0,0,0.00%,0.00%,£2.49,£0.00,1,0,1,0
B08RF2RS1J,B08RF2RS1J,Silcare Base One French Pink Gel builder 50g,51,0,14,1,65,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,69,0,22,1,91,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,3.57%,0.00%,2,0,3.08%,0.00%,£31.76,£0.00,1,0,0,0,0.00%,0.00%,£25.82,£0.00,2,0,2,0
B08RF333CM,B08RF333CM,Silcare Base One Primer 15 ml (1er Pack),6,0,5,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,6,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,1,0,9.09%,0.00%,£8.74,£0.00,1,0,0,0,0.00%,0.00%,£7.28,£0.00,1,0,1,0
B0DJM1WQHF,B08RF36TRR,Silcare High Light Led Gel French Pink 30g,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,0,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£12.95,£0.00,1,0,0,0,0.00%,0.00%,£10.79,£0.00,1,0,1,0
B0FK9LHRG6,B08RF3Q2TX,"Silcare,50 g (1er Pack) Gel Base One Cover Light 50g",44,0,8,0,52,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62,0,10,0,72,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.47%,0.00%,1,0,1.92%,0.00%,£15.09,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08XZ1QD6M,B08WBHZY85,Max Factor Colour Elixir Lip Liner 75 Rich Wine Lip Liner for Ideal Defined Lips with Smooth Texture and Matte Finish Extends Lasting Lipstick 5g,71,0,39,0,110,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,74,0,41,0,115,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,70.83%,0.00%,1,0,0.91%,0.00%,£8.49,£0.00,1,0,0,0,0.00%,0.00%,£7.07,£0.00,1,0,1,0
B08ZM6RPTG,B08ZM6RPTG,Gel Base One Cover Light 100g,20,0,7,1,27,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,26,0,12,2,38,2,0.00%,0.00%,0.00%,0.02%,0.00%,0.01%,3.03%,100.00%,1,1,3.70%,100.00%,£17.48,£17.48,1,1,0,0,0.00%,0.00%,£14.57,£0.00,1,0,1,0
B0916FM7Y7,B0916FM7Y7,BLOND STUDIO multi techniques powder 8 500 gr,1,0,2,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,2,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,£33.99,£0.00,1,0,0,0,0.00%,0.00%,£28.32,£0.00,1,0,1,0
B091QBW8TL,B091QBW8TL,Victoria Vynn Master Gel UV LED Modeling Gel Acrylic Builder 11 Light Rose 60g,10,0,4,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,6,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,0.00%,1,0,7.14%,0.00%,£21.99,£0.00,1,0,0,0,0.00%,0.00%,£18.32,£0.00,1,0,1,0
B095KMYNT5,B095KMYNT5,60 SECONDS super shine #101 8 ml,266,0,100,2,366,2,0.02%,0.00%,0.01%,0.03%,0.02%,0.01%,345,0,148,4,493,4,0.02%,0.00%,0.02%,0.04%,0.02%,0.02%,1.36%,100.00%,1,0,0.27%,0.00%,£4.58,£0.00,1,0,0,0,0.00%,0.00%,£3.82,£0.00,1,0,1,0
B0H792Q1DQ,B0977KTNV2,"Rimmel London Brow This Way Pencil, 006 Brunette, 1.4g",126,1,91,0,217,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,145,1,113,0,258,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,1.97%,0.00%,1,0,0.46%,0.00%,£4.00,£0.00,1,0,0,0,0.00%,0.00%,£3.33,£0.00,1,0,1,0
B09CH6CMY8,B09CH6CMY8,Technic Miracle Make Up Remover Reusable Face Facial Sponge Cleaner Zero Waste,26,0,12,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34,0,13,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.07%,0.00%,2,0,5.26%,0.00%,£8.40,£0.00,1,0,0,0,0.00%,0.00%,£7.00,£0.00,2,0,1,0
B09KNFV5DR,B09FY7P2PY,"Rimmel Kind + Free 24h Hydrating Concealer, Light 020",423,0,194,1,617,1,0.03%,0.00%,0.03%,0.01%,0.03%,0.01%,592,0,280,3,872,3,0.03%,0.00%,0.03%,0.03%,0.03%,0.01%,0.59%,0.00%,4,0,0.65%,0.00%,£28.08,£0.00,1,0,0,0,0.00%,0.00%,£34.26,£0.00,6,0,3,0
B09HXLSKTF,B09HXLSKTF,Silcare Cuticle Oil Yummy Gummy Pink 75ml,18,0,4,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21,0,4,0,25,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,4.55%,0.00%,£8.65,£0.00,1,0,0,0,0.00%,0.00%,£7.21,£0.00,1,0,1,0
B09L6LYTD1,B09L6LYTD1,Technic 60 Individual Faux Mink Cluster Lashes,21,0,16,0,37,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27,0,20,0,47,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,1,0,2.70%,0.00%,£4.67,£0.00,1,0,0,0,0.00%,0.00%,£11.71,£0.00,3,0,2,0
B09L6MZ2CW,B09L6MZ2CW,Technic Colour Corrector Concealer Duo Correct Cover Conceal Blemish Correcting (Green/Pink),6,0,4,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,4,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.36%,0.00%,1,0,10.00%,0.00%,£4.99,£0.00,1,0,0,0,0.00%,0.00%,£4.16,£0.00,1,0,1,0
B01M0M1D7R,B09N2ZKBQG,"Max Factor Crème Puff Pressed Powder, 81 Truly Fair, 14g",383,3,231,3,614,6,0.02%,0.04%,0.03%,0.04%,0.03%,0.04%,476,3,297,3,773,6,0.02%,0.03%,0.03%,0.03%,0.03%,0.03%,0.40%,0.00%,3,0,0.49%,0.00%,£20.97,£0.00,1,0,0,0,0.00%,0.00%,£17.46,£0.00,3,0,1,0
B0DNJJ3YC9,B09V1CPTR1,"Catrice Under Eye Brightener, No.010 Light Rose, Nude Instant Result, Nourishing, Colour-Matching, Natural, Shimmer (4.2g) (010 Light Rose, 4.2 g (Pack of 1))","7,757",34,"5,091",27,"12,848",61,0.50%,0.40%,0.70%,0.37%,0.56%,0.38%,"10,904",43,"6,602",36,"17,506",79,0.54%,0.38%,0.69%,0.36%,0.59%,0.37%,0.00%,0.00%,1,0,0.01%,0.00%,£6.10,£0.00,1,0,0,0,0.00%,0.00%,£5.08,£0.00,1,0,1,0
B0H721V7PW,B09VXCJP15,Yankee Candle Ultrasonic Aroma Diffuser Oil | Black Cherry Diffuser Refill | 10ml,"2,103",8,317,9,"2,420",17,0.14%,0.09%,0.04%,0.12%,0.11%,0.11%,"2,711",13,418,12,"3,129",25,0.13%,0.12%,0.04%,0.12%,0.11%,0.12%,0.00%,0.00%,1,1,0.04%,5.88%,£6.98,£6.98,1,1,0,0,0.00%,0.00%,£5.82,£5.82,1,1,1,1
B09P1ZR9Z2,B09XN27SRY,"Max Factor Miracle Pure Nail Polish Natural Pearl 202, 12ml",287,1,193,3,480,4,0.02%,0.01%,0.03%,0.04%,0.02%,0.03%,337,1,237,5,574,6,0.02%,0.01%,0.02%,0.05%,0.02%,0.03%,1.79%,0.00%,1,0,0.21%,0.00%,£6.45,£0.00,1,0,0,0,0.00%,0.00%,£5.37,£0.00,1,0,1,0
B0H3K97NCT,B0B432Y9MK,"Rimmel London Thrillseeker Black Mascara, Bold Volume, Lengthening, Weightless Definition, Clump-Free, Smudge Proof, All Day Wear, Creamy Whipped Formula, Hourglass Shaped Brush Grabs Every Lash",601,3,293,3,894,6,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,758,4,375,4,"1,133",8,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.27%,0.00%,1,0,0.11%,0.00%,£5.65,£0.00,1,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0B5CBLCVW,B0B4KNH6ZD,Rimmel Lasting Provocalips Liquid Lipstick Pinkcase Of Emergency,"1,096",4,405,2,"1,501",6,0.07%,0.05%,0.06%,0.03%,0.07%,0.04%,"1,425",5,524,3,"1,949",8,0.07%,0.04%,0.06%,0.03%,0.07%,0.04%,0.88%,0.00%,1,0,0.07%,0.00%,£7.48,£0.00,1,0,0,0,0.00%,0.00%,£6.23,£0.00,1,0,1,0
B01C5MM896,B0B4SPJ8XX,"Rimmel London Super Gel Nail Polish, 96 Heatwave Away, 12ml","1,398",6,517,13,"1,915",19,0.09%,0.07%,0.07%,0.18%,0.08%,0.12%,"1,774",6,678,17,"2,452",23,0.09%,0.05%,0.07%,0.17%,0.08%,0.11%,0.92%,0.00%,1,0,0.05%,0.00%,£6.15,£0.00,1,0,0,0,0.00%,0.00%,£5.12,£0.00,1,0,1,0
B0B4SRNQN4,B0B4SRNQN4,"Rimmel London Super Shine 60 Seconds Nail Polish, 155 Beach Breeze Please, 8ml",12,0,14,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26,0,15,0,41,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.33%,0.00%,1,0,3.85%,0.00%,£4.46,£0.00,1,0,0,0,0.00%,0.00%,£3.72,£0.00,1,0,1,0
B0B8CS5SKK,B0B8CS5SKK,Bourjois Brow Reveal Invisible Brow Gel 4.5ml - 001 Clear,4,3,11,3,15,6,0.00%,0.04%,0.00%,0.04%,0.00%,0.04%,4,3,12,4,16,7,0.00%,0.03%,0.00%,0.04%,0.00%,0.03%,12.50%,0.00%,1,0,6.67%,0.00%,£4.48,£0.00,1,0,0,0,0.00%,0.00%,£3.73,£0.00,1,0,1,0
B0F1MMQVPB,B0B9Q7W7MG,"Sally Hansen Insta-Dri Nail Polish, Up in the Clouds, 60 Seconds Quick Drying, Long Lasting, Streak Free, Shiny Finish, 3-in-1 Formula, Built in Base and Top Coat, 9.17ml","1,599",8,601,8,"2,200",16,0.10%,0.09%,0.08%,0.11%,0.10%,0.10%,"1,979",9,792,20,"2,771",29,0.10%,0.08%,0.08%,0.20%,0.09%,0.14%,0.00%,0.00%,1,0,0.05%,0.00%,£5.89,£0.00,1,0,0,0,0.00%,0.00%,£4.91,£0.00,1,0,1,0
B0F1MMQVPB,B0B9QDKMDS,"Sally Hansen Insta-Dri Nail Polish, Catch Me If You Clam, 60 Seconds Quick Drying, Long Lasting, Streak Free, Shiny Finish, 3-in-1 Formula, Built in Base and Top Coat, 9.17ml","1,201",13,407,2,"1,608",15,0.08%,0.15%,0.06%,0.03%,0.07%,0.09%,"1,377",18,479,3,"1,856",21,0.07%,0.16%,0.05%,0.03%,0.06%,0.10%,0.88%,0.00%,1,0,0.06%,0.00%,£4.89,£0.00,1,0,0,0,0.00%,0.00%,£4.07,£0.00,1,0,1,0
B086BGM193,B0B9QH15Z4,"Sally Hansen Miracle Gel Nail Polish, Oaseas",96,0,44,2,140,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,107,0,53,2,160,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,2.55%,0.00%,1,0,0.71%,0.00%,£14.19,£0.00,1,0,0,0,0.00%,0.00%,£11.82,£0.00,1,0,1,0
B0BCGPZQJ5,B0BCGPZQJ5,60 Seconds Super Shine #152-coco-nuts for You 8 ml,22,0,13,0,35,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28,0,14,0,42,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.07%,0.00%,1,0,2.86%,0.00%,£5.29,£0.00,1,0,0,0,0.00%,0.00%,£4.41,£0.00,1,0,1,0
